question,answer,false_answer
Who was the original bass guitarist with The Who,John Entwistle's; Bogey Man (song); John Entwistle Bogey Man; John Alec Entwistle; John Entwhistle; Jon Entwistle; John Entwistle; Thunderfingers,John Entwistle
"Whose memoirs, published in 2010, were called """"A Journey""""?","Rt Hon Anthony Blair MP; Tony blair; The Tony Blair Sports Foundation; Antony blair; Tonie Blair; Tony Balir; Rt. Hon Tony Blair; Blairian; Tory Blair; Tony Blairs; Anthony C. L. Blair; Anthony Charles Blair; Tony Blaire; Tony Blair Sports Foundation; Antony Blair; Anthony Charles Lynton %22Tony%22 Blair; Family of Tony Blair; Tonyblair; Tony Blear; Anthony (Tony) Blair; Tony Blair's Private life; Tony Blair PM; Tony Bliar; Tony Blaer; Herr Blair; President Blair; Anthony Charles Lynton Blair; Tony Blair's private life; Education, education and education; Rt. Hon. Anthony Charles Lynton Blair; Toney Blair; Education, education, education; Tony Blari; Blair doctrine; Tony Blair; Prime Minister Tony Blair; Tony Blare",Tony Blair
"What name is given to the bridge design, such as Tower Bridge, with a divided lifting roadway?",Bascule; Bascule (disambiguation); BASCULE,Bascule Bridge
On a motorway what is the speed limit for a car towing a caravan?,60 mph; sixty  speed; 60 speed,60 mph
What is the name of the line separating the numerator and denominator of a fraction if it is written as a diagonal line?,Solidus Line; Solidus; Solidus (disambiguation); Solidus line,Virgule
The flag of the Great Socialist People's Libyan Arab Jamahiriya was what single colour?,"Greenishly; Avacado (color); Green (color); Rgb(0, 255, 0); Greenishness; The colour green; Greenest; List of terms associated with the color green; The color green; Green; Pastel green; (0, 255, 0); Green (colour); Greenness",Green
"What dish, especially popular in parts of Wales and the English Midlands,  is traditionally made from pig's heart, liver and fatty belly meat or bacon minced together, with herbs added for flavouring and sometimes bread crumbs",Faggots; Fagget; Faggoting; Faggottry; Faggott; Fagit; Faggoter; Fagotting; Fagate; Fagoting; Faggot (disambiguation); Fagatt; Faggat; Faggit; Faggotting; Fagett; Ffagott; Faggoteer; Faggot; Faggot-stitch; Faggot-stitching,Faggots
Ursus arctos horribilis is the scientific name of which animal?,"Silvertip Bear; Mainland grizzly; Ursus arctos horribilis; Grizzley bear; American Grizzly Bear; Grizzlie bear; Grizzly bear; Montana state mammal; GRIZZLY BEAR; American Grizzly bear; Grizzlie Bear; Grizzly bears and their habitat; Ursus arctos gyas; Peninsular grizzly; Hunting Status On Grizzly Bears in British Columbia, Canada; Grizzly; Grizzly bears; Hunting status on grizzly bears in British Columbia, Canada; Silvertip bear; American Grizzly; Grizzly Bears and Their Effects on Ecosystems; Grizzly Bears; Grizzley bears; Grizzlar Bear; Grizzly Bear",Grizzly Bear
Which of the Noble Gases takes its name from the Greek for 'hidden' ?,KRYPTON; KRYPTON (Programming Language); KRYPTON (programming language); KRYPTON programming language; Krypton (programming language),Krypton
Which popular newsreader resigned from ITN in 1979?,Reginald Bosanquet; REGINALD BOSANQUET,Reginald Bosanquet
Which play by Sir Peter Shaffer was made into a film with Tom Hulce in the title role?,AMADEUS; Amadeus; Amadeus (play),Amadeus
In which city was the wheelchair bound Robert Ironside Chief of detectives?,"San Fransciso; San francisco radio stations; The weather in San Francisco; San Fransisco, California; San Francisco (City and County); Baghdad by the Bay; San Francisco County, California; San Francisco, CA, United States; More reading about San Francisco; San Franciscan; Friscoe; San Francisco; Sanfracisco; San Franciscans; San Francisco, Calif; San-Fransisco; City & County of San Francisco; Old Gold Mountain; San Francisco County, CA; San Francisco, California, U.S.; San Fransisco CA; San Francisco county; San Francisco County; Sanchez Street; San Francisco (county); San Francisco City and County; City by the bay; San Pancho; Climate of San Francisco; San-Francisco; San Francisco, California, United States; San Francisco, California, USA; San Fran; San Francisco (Calif.); McLaren, California; San Francisco, California; San Francisco, CA.; Radio stations in san francisco; San Fransico County, California; City by the Bay; The City by the Bay; San Francisco, Calif.; Demographics of San Francisco; San Francisco, United States of America; County of San Francisco; The Hamlin School; San Francisco, CA; San Francisco, California, U.S.A.; UN/LOCODE:USSFO; San Francisco, US-CA; San francisco, ca; San Francisco CA; City of San Francisco, California; San Francisco (CA); San Fran, California; City and County of San Francisco, California; San Fransico, California; San francisco, CA; San Franscisco; City of San Francisco; County of San Francisco, California; SF, CA; San Francisco, California, US; San Franciso; San Fransisco; Baking Arts; San Francisco, USA; Crime in San Francisco; City and County of San Francisco; San Francisco, United States; San Francisco, Ca; The City That Knows How; San francisco; McKinley Elementary School San Francisco; San Fransisco, CA; San Fransico",San Francisco
What is the name of the UK Women's Prize for Fiction?,Baileys Women's Prize for Fiction; Women's Prize for Fiction; Orange Broadband Prize; Orange Broadband Prize for Fiction; Orange Prize; Orange Prize for Fiction; THE ORANGE PRIZE; Orange Prize for fiction,Orange Prize
What is the name of the assembly of cardinals for the election of a pope?,"Election of the Pope; Papal conclave; Sacred Conclave; Election of the Popes; Papal succession; Fumata bianca; Consistory, Papal; Conclave; Papal Election; Papal election; Election of the Bishop of Rome; Eligo in Summum Pontificem; Who elects the new pope; The process of selecting a Pope; Conclaves; Papal selection; White smoke; Papal Elections; Election of pope; Election of the bishop of Rome; Elections in Vatican City; Room of Tears; Election of a new pope; Next pope; Fumata nera; Election of the pope; Papal elections; Papal Conclave; New pope; Fumata nera and fumata bianca",Conclave
Who dated actress Elizabeth Hurley between 2000 and 2001 and denied he was the father of her son born in 2002 before a DNA test proved otherwise?,Steve bing; Steve Bing; Shangri-La Entertainment; Steven Bing; Stephen Bing,Steve Bing
Which famous racehorse won Australia’s Melbourne Cup in 1930?,Phar Lap; Pharlap; Phar,Phar Lap
The John Brown Shipyard is/was on which river?,Clyde; Clyde (disambiguation),River Clyde
The expression 'Go West' originally (mid-1800s) encouraged people to move from/within?,"The United States of America; United States Of Amerca; Us of a; U.–S.–A.; Americaland; United States (U.S.A.); Amurika; Unite states of america; United States of America (redirect); The U S A; Unietd States; EE UU; The U.S.A.; U.-S.-A.; Usa; United Staets of America; Unites States; États-Unis d'Amérique; Verenigde State; U.–S.; The United States of America.; The U-S-A; EEUU; U. S. A.; Nagkaisang mga Estado; The U. S. of America; The USA; America (United States); The U. S. A.; U S of America; UNITED STATES; Estados Unidos; The U–S; American United States; US and A; Unitd states; The US of A; EE.UU.; U-S; The U-S; Etymology of the United States; U.S.A.); EE. UU.; United states of america; US of america; Verenigde State van Amerika; Nited States; United-States; Unite States; Estados Unidos de América; UnitedStates; Estaos Unios; US of America; The Usa; United states of America; Untied States of America; The U S of America; THE AMERICAN UNITED STATES; The United-States; U S A; AmericA; Estados Unidos de America; United states; The U.S. of America; Amerka; United–States; U.s.a.; United States of America; United State of America; United States (US); The U.S. of A; America; Amercia; Stati Uniti d'America; Los Estados Unidos de America; United Stated; U.S.; United States (of America); United States; States of America; America-class; Los Estados Unidos; U,S,; United States (country); Federal United States; ISO 3166-1:US; Untied States; The U.–S.–A.; VS America; Amurica; Etats-Unis d'Amerique; US; U.S. OF A; USofA; Etats-Unis; U.S. of A; United States of America (U.S.A.); Amarica; The United States; U-S-A; United States/Introduction; The Us; Unitesd states; The U S of A; America class; America magazine; الولايات المتحدة الأمريكية; The U. S. of A; U S; (USA); The United–States; United States (U.S.); U.-S.; United States of America (USA); 'merica; The US; United States of America.; UNited States; The U.S.; AMERICA; United States of America/OldPage; United+States; The U S; United Sates; THE UNITED STATES OF AMERICA; U–S–A; United States Of America; U.S. of America; U–S; Los Estados Unidos de América; The U.-S.; United sates; The United States Of America; America (country); United States of American; United state of america; The U.–S.; Amurka; U. S. of A; The U. S.; United States America; US of A; États-Unis; USoA; USA; Estaos Uníos; America, United States of; U. S. of America; U.S.American; (US); The U–S–A; U. S.; U.S. America; U.S. A; Yankee land; America (US); U.S; America (United States of); US (country); UNITED STATES OF AMERICA; U.S.A; Estados unidos; Americia; The US of america; Vereinigte Staaten; US America; These United States of America; VS Amerika; Name of the United States; The united states of america; Estatos Unitos; America (USA); The U.-S.-A.; United States of America/Introduction; The US of America; Americophile; V.S. America; U.S.A.; U S of A; V.S. Amerika; United+States+of+America; The Unites States of America",United States
What was the name of the World War I fighter ace nicknamed the Red Baron?,"Manfred Albrecht Freiherr von Richthofen; Baron Manfred Albrecht von Richthofen; Manfred von Richtoven; Baron von Richtoven; Baron von Ricktoven; Red baron; Manfred von Richtofen.; Manfred von Richthofen (The Red Baron); Baron von Richthoven; Manfred Von Richthofen; Manfred von Richtofen; Manfred Albrecht von Richthofen; The red barron; Manfred von Rickthoven; Manfred, Freiherr von Richthofen; Manfred von Rickthofen; Richthofen, Manfred, Freiherr von; Manfred von Richthoven; Baron Manfred von Richtofen; Manfred von Richthofen; Baron Manfred von Richtoven; Manfred von richtofen; Baron Manfred von Rickthoven; Baron Manfred von Ricktoven; Baron Manfred von Rickthofen; The Red Battle Flyer; Manfred von Ricktoven; Baron von Rickthofen; Baron Manfred von Richthofen; Manfred von richthofen; Baron Von Richtofen; Baron von Rickthoven; Baron Manfred von Richthoven; Red Baron; Baron von Richtofen; The Red Baron",Manfred von Richthofen
What is the name of the island in Norway where over 80 people lost their lives to a gunman on 22nd July?,Utoeya island; Utoya Island; Utöya; Utøya; Utoeya; Utoya,Utøya
"In a famous and popular series of books, what rests on the back of four giant elephants?",Great Atuin (Discworld); Latatian; Thaum; Hogswatchnight; The Folklore of Discworld; Great A'Tuin; Chelys galactica; Bathys; Mouldavia; Glorious Twenty-fifth of May; Cori Celesti; Narrativium; The Discworld; Discworld calendar; List of characters in Discworld; Jerakeen; Great atuin; Hogswatch; Background magic; Folklore of Discworld; Octarine; Berilia; Cori celesti; Great T'Phon; World-bearing Turtle; A'Tuin; List of characters in the Discworld; Atuin; Discworld (world); Octiron; Discworld magic; Narrative causality; Mr. Nutt; Great A'tuin; Magic (Discworld); DISCWORLD; Slood; Galactic turtle,Discworld
In the Charles Dickens novel ‘Oliver Twist’ what is the name of Bill Sykes dog?,Bulls eye; Bulls Eye; Bullseye (disambiguation); Bullseyes; Bullseye; Bullseye (game show),Bullseye
The Tour de France always ends in Paris. In what European city did it begin this year?,"Principauté de Monaco; ISO 3166-1:MC; Princedom of Monaco; Principat de Mónegue; Extreme points of monaco; Munegu; Geography of monaco; Monaco, Principality and Diocese of; Extreme points of Monaco; Monegasques; Climate of Monaco; Monocco; Sports in Monaco; Religion in Monaco; Subdivisions of Monaco; Monaco/Geography; Europe/Monaco; Geography of Monaco; Culture of Monaco; Protestantism in Monaco; Monaco/Military; Monégasques; Capital of Monaco; Principaut de Monaco; Administrative divisions (Monaco); List of cities in Monaco; Monaco; Principatu de Múnegu; Islam in Monaco; The weather in Monaco; Principality of Monaco; Principato di Monaco; Principality and Diocese of Monaco; Wards of Monaco; Administrative divisions of Monaco; Mónegue; Quarters of Monaco; Monaco/Transnational issues; Monacco; Sport in Monaco",Brussels
"Which town stands on the River Aare, between the lakes of Brienz and Thun?","Interlaken (Bern); Interlaken; Interlaken (Berne); Interlaken, Switzerland; Interlaken BE",Interlaken
"What is a name for a type of private club in city outskirts or rural areas that usually offers a variety of recreational sports facilities such as golf, tennis, swimming and polo?",Golf club (institution); Tropicana Country Club; Country club; Country clubs; Country Club,Country Fitness Club
Which month of the year came second in the Roman calendar?,㋃; Apr.; The Cruellest Month; April 31; Апрель; April; 31 April; Aprill; Mali traven; April (month),Januarius
"Introduced in 1894 and one of the world's oldest trademarks, Bibendum is better known as what?",Bibendum; Michelin Man; The Michelin Man; Michelin man,The Michelin Man
How many ‘Triangles’ are there on the logo of car manufacturer BMW?,Four; four; 4,5 triangles
"What is the next in the series: 1, 16, 81, 256, 625 ?","one thousand, two hundred and ninety-six; 1296",1296
"In the film of the same name, what was the name of """"The Hustler""""?","""""""Fast Eddie"""" Felson""","Jack ""Fast Eddie"" Felson"
"Which businessman on his elevation to the House of Lords, by Gordon Brown, in 2000, took the title Baron of Clapton?","Alan Michael Sugar; Alan Sugar; Alan Sugar, Baron Sugar; Barron sugar of clapton; The Lord Sugar; Sir Alan Sugar, Baron Sugar; Sir Alan Sugar; Suralan; Alan Michael Sugar, Baron Sugar; Lord Sugar; Baron Sugar of Clapton; Barron sugar of Clapton; Sir alan; Barron Sugar; Amsair; Sir Alan Michael Sugar; Barron Sugar of Clapton; Sir Alan; Baron Sugar; Alan Sugar, Baron Sugar of Hackney; Lord Alan Sugar; Amscreen; Barron Sugar of clapton",Baron Richard Branson
"Which 19th century British novelist, who worked as a Surveyor for the Post Office, was reputedly instrumental in the introduction of the pillar box in 1852?",A Trollope; Anthony Trollope; ANTHONY TROLLOPE; Anthony Trollop; One of the Firm; Trollopean,Charles Dickens
